,loss
step_285,0.013668752275407314
step_286,0.014761539176106453
step_287,0.017826121300458908
step_288,0.015983637422323227
step_289,0.014536654576659203
step_290,0.014981260523200035
step_291,0.013476511463522911
step_292,0.01248091273009777
step_293,0.012278353795409203
step_294,0.012799648568034172
step_295,0.013472011312842369
step_296,0.013915948569774628
step_297,0.014179954305291176
step_298,0.014738284051418304
step_299,0.013223810121417046
step_300,0.012664973735809326
step_301,0.012486646883189678
step_302,0.012495391070842743
step_303,0.01300328504294157
step_304,0.012087940238416195
step_305,0.011769033037126064
step_306,0.011684301309287548
step_307,0.01263936422765255
step_308,0.015214639715850353
step_309,0.013918991200625896
step_310,0.011988379061222076
step_311,0.011473964899778366
step_312,0.01135126780718565
step_313,0.011749235913157463
step_314,0.01136550959199667
step_315,0.011609379202127457
step_316,0.011274700984358788
step_317,0.011489801108837128
step_318,0.012415846809744835
step_319,0.013527988456189632
step_320,0.013898259028792381
step_321,0.015241174027323723
step_322,0.012135488912463188
step_323,0.01207876019179821
step_324,0.011794373393058777
step_325,0.011271705850958824
step_326,0.010556304827332497
step_327,0.010765843093395233
step_328,0.011058087460696697
step_329,0.011785365641117096
step_330,0.011528338305652142
step_331,0.011589499190449715
step_332,0.012270498089492321
step_333,0.01236681081354618
step_334,0.011815426871180534
step_335,0.010614561848342419
step_336,0.010383270680904388
step_337,0.009954712353646755
step_338,0.009565138258039951
step_339,0.009697504341602325
step_340,0.010631619952619076
step_341,0.011418811976909637
step_342,0.011631744913756847
step_343,0.012130926363170147
step_344,0.01124139130115509
step_345,0.010667609050869942
step_346,0.010831406340003014
step_347,0.010267349891364574
step_348,0.009946425445377827
step_349,0.010024766437709332
step_350,0.01013038121163845
step_351,0.010024350136518478
step_352,0.010099802166223526
step_353,0.011018192395567894
step_354,0.011820623651146889
step_355,0.0104511808604002
step_356,0.00985622312873602
step_357,0.009380464442074299
step_358,0.009481681510806084
step_359,0.010071277618408203
step_360,0.009563792496919632
step_361,0.009732566773891449
step_362,0.010469285771250725
step_363,0.01037866622209549
step_364,0.010120871476829052
step_365,0.009490050375461578
step_366,0.009519234299659729
step_367,0.009375020861625671
step_368,0.009687045589089394
step_369,0.01007147692143917
step_370,0.010422466322779655
step_371,0.009867971763014793
step_372,0.009360631927847862
step_373,0.010302040725946426
step_374,0.00998089648783207
step_375,0.009212326258420944
step_376,0.009050501510500908
step_377,0.008460878394544125
step_378,0.008051914162933826
step_379,0.007967068813741207
step_380,0.008032768964767456
step_381,0.008519398979842663
step_382,0.009315883740782738
step_383,0.00995568186044693
step_384,0.010678974911570549
step_385,0.010311631485819817
step_386,0.00993608869612217
step_387,0.01026579737663269
step_388,0.008924022316932678
step_389,0.00863123033195734
step_390,0.008370151743292809
step_391,0.008162404410541058
step_392,0.007848436012864113
step_393,0.008020947687327862
step_394,0.007987620308995247
step_395,0.00773371709510684
step_396,0.008179168216884136
step_397,0.00868126843124628
step_398,0.009272783063352108
step_399,0.010173794813454151
step_400,0.00898379273712635
step_401,0.00899914838373661
step_402,0.009862756356596947
step_403,0.008869633078575134
step_404,0.008198633790016174
step_405,0.007649315055459738
step_406,0.007350017316639423
step_407,0.006836690939962864
step_408,0.006694706156849861
step_409,0.007009599357843399
step_410,0.007754537742584944
step_411,0.008892897516489029
step_412,0.010258343070745468
step_413,0.00910299364477396
step_414,0.008938239887356758
step_415,0.007859582081437111
step_416,0.007445839699357748
step_417,0.00716574490070343
step_418,0.007272731512784958
step_419,0.007569429464638233
step_420,0.008243311196565628
step_421,0.00846181157976389
step_422,0.00774812325835228
step_423,0.007285212632268667
step_424,0.006971702910959721
step_425,0.006749076768755913
step_426,0.006846065632998943
step_427,0.006982141640037298
step_428,0.007151640951633453
step_429,0.007336024194955826
step_430,0.007524624466896057
step_431,0.007306985557079315
step_432,0.008002564311027527
step_433,0.010494835674762726
step_434,0.008078649640083313
step_435,0.008451646193861961
step_436,0.009007296524941921
step_437,0.007465963251888752
step_438,0.007015769369900227
step_439,0.00676626106724143
step_440,0.006600876338779926
step_441,0.006321641616523266
step_442,0.006313800346106291
step_443,0.006229889579117298
step_444,0.006132015958428383
step_445,0.006246045231819153
step_446,0.0065637556836009026
step_447,0.007139687892049551
step_448,0.007784020155668259
step_449,0.009257961064577103
step_450,0.00877376925200224
step_451,0.007530690170824528
step_452,0.007537336554378271
step_453,0.0071574123576283455
step_454,0.007407462224364281
step_455,0.007058423012495041
step_456,0.006450328044593334
step_457,0.00594666413962841
step_458,0.0056120846420526505
step_459,0.005827947985380888
step_460,0.006531487684696913
step_461,0.006349336355924606
step_462,0.006404688116163015
step_463,0.006239281035959721
step_464,0.006253642030060291
step_465,0.0065348586067557335
step_466,0.006570934318006039
step_467,0.006576420273631811
step_468,0.006096690893173218
step_469,0.0061397431418299675
step_470,0.006914933677762747
step_471,0.00715453177690506
step_472,0.007836204022169113
step_473,0.008700693026185036
step_474,0.007635900750756264
step_475,0.006827994249761105
step_476,0.006953169591724873
step_477,0.007053961046040058
step_478,0.0067075807601213455
step_479,0.005971669219434261
step_480,0.005606763996183872
step_481,0.005551687441766262
step_482,0.0055368319153785706
step_483,0.006000227760523558
step_484,0.006287318654358387
step_485,0.005795977544039488
step_486,0.005338193848729134
step_487,0.005623652599751949
step_488,0.006413618102669716
step_489,0.007404157891869545
step_490,0.007596355862915516
step_491,0.007507043890655041
step_492,0.007302032317966223
step_493,0.006221081595867872
step_494,0.005801580846309662
step_495,0.0053316703997552395
step_496,0.005096697714179754
step_497,0.005131665617227554
step_498,0.005390759091824293
step_499,0.005789683200418949
step_500,0.006050907075405121
step_501,0.006349375005811453
step_502,0.006270661950111389
step_503,0.006318776868283749
step_504,0.005915806628763676
step_505,0.006560209207236767
step_506,0.006225538905709982
step_507,0.0064023444429039955
step_508,0.005452512763440609
step_509,0.005298955366015434
step_510,0.0053311786614358425
step_511,0.005572684109210968
step_512,0.005616567563265562
step_513,0.005555878393352032
step_514,0.0051543228328228
step_515,0.005241765640676022
step_516,0.005331345833837986
step_517,0.0058390418998897076
step_518,0.006478494964540005
step_519,0.006766197737306356
step_520,0.007770554628223181
step_521,0.006242120638489723
step_522,0.005569019820541143
step_523,0.005493776872754097
step_524,0.005007259547710419
step_525,0.005132696125656366
step_526,0.0058527118526399136
step_527,0.006232764106243849
step_528,0.005494014825671911
step_529,0.005117391236126423
step_530,0.0049482230097055435
step_531,0.004716068040579557
step_532,0.004624808207154274
step_533,0.0049133035354316235
step_534,0.005139258690178394
step_535,0.005108447279781103
step_536,0.005401157774031162
step_537,0.0065820664167404175
step_538,0.006707757245749235
step_539,0.005644308403134346
step_540,0.005351330619305372
step_541,0.0051665580831468105
step_542,0.005645523779094219
step_543,0.005565892439335585
step_544,0.005139501765370369
step_545,0.004592833574861288
step_546,0.005290881730616093
step_547,0.006181023083627224
step_548,0.005866881459951401
step_549,0.004833773709833622
step_550,0.004756442736834288
step_551,0.005000661127269268
step_552,0.004765301011502743
step_553,0.005146961659193039
step_554,0.004959125071763992
step_555,0.004620322026312351
step_556,0.004351361654698849
step_557,0.00474182516336441
step_558,0.00572004821151495
step_559,0.005480607971549034
step_560,0.005314413458108902
step_561,0.0057939342223107815
step_562,0.005535082425922155
step_563,0.005225351080298424
step_564,0.0046645840629935265
step_565,0.0044519249349832535
step_566,0.004618876613676548
step_567,0.0049657924100756645
step_568,0.005401301197707653
step_569,0.004909024108201265
step_570,0.004746971186250448
step_571,0.004931152798235416
step_572,0.004828697070479393
step_573,0.004876997321844101
step_574,0.004734810441732407
step_575,0.004907078575342894
step_576,0.0051546860486269
step_577,0.004687037318944931
step_578,0.005043582990765572
step_579,0.004827245604246855
step_580,0.004542670212686062
step_581,0.004400414880365133
step_582,0.004240933805704117
step_583,0.004124463070183992
step_584,0.0040021492168307304
step_585,0.004083172883838415
step_586,0.004499089438468218
step_587,0.005614084657281637
step_588,0.004907545633614063
step_589,0.004848030861467123
step_590,0.005503447726368904
step_591,0.0051682014018297195
step_592,0.004852182697504759
step_593,0.004446105565875769
step_594,0.0044645145535469055
step_595,0.004277301020920277
step_596,0.00432666577398777
step_597,0.004109916277229786
step_598,0.004433979280292988
step_599,0.004909131675958633
step_600,0.004861118271946907
step_601,0.004408601671457291
step_602,0.004308685660362244
step_603,0.005068445578217506
step_604,0.004512365907430649
step_605,0.004256761632859707
step_606,0.004319632891565561
step_607,0.004089604131877422
step_608,0.0046575660817325115
step_609,0.004396863281726837
step_610,0.004317614249885082
step_611,0.004059284925460815
step_612,0.003979041241109371
step_613,0.004156704526394606
step_614,0.004321394022554159
step_615,0.0046161143109202385
step_616,0.005021183285862207
step_617,0.004862474277615547
step_618,0.004354260396212339
step_619,0.0036019901745021343
step_620,0.0037728119641542435
step_621,0.0036291657015681267
step_622,0.003633052809163928
step_623,0.004089517518877983
step_624,0.004227473400533199
step_625,0.004639599937945604
step_626,0.004351895768195391
step_627,0.004370225593447685
step_628,0.004372150171548128
step_629,0.004448438994586468
step_630,0.005242094397544861
step_631,0.0056401873007416725
step_632,0.005560239311307669
step_633,0.004673648159950972
step_634,0.004187081474810839
step_635,0.004015573766082525
step_636,0.003900321898981929
step_637,0.003655490232631564
step_638,0.0035908427089452744
step_639,0.0034943041391670704
step_640,0.0035014133900403976
step_641,0.0034233778715133667
step_642,0.003789452835917473
step_643,0.004543640650808811
step_644,0.005174312274903059
step_645,0.004185746423900127
step_646,0.004109426401555538
step_647,0.004653622396290302
step_648,0.004027196671813726
step_649,0.0037437339778989553
step_650,0.003953669220209122
step_651,0.0038406222593039274
step_652,0.004057618789374828
step_653,0.004282025620341301
step_654,0.0041974810883402824
step_655,0.0042130122892558575
step_656,0.0042938124388456345
step_657,0.004350990056991577
step_658,0.0038214698433876038
step_659,0.003660260234028101
step_660,0.0034077661111950874
step_661,0.0033334381878376007
step_662,0.0033926591277122498
step_663,0.0037594004534184933
step_664,0.003964533563703299
step_665,0.004369214177131653
step_666,0.0037316419184207916
step_667,0.003814371768385172
step_668,0.0042396849021315575
step_669,0.00449223630130291
step_670,0.004408041946589947
step_671,0.004118742886930704
step_672,0.0036582290194928646
step_673,0.003561669960618019
step_674,0.003876814153045416
step_675,0.004172192420810461
step_676,0.004319297149777412
step_677,0.003496408462524414
step_678,0.00359594589099288
step_679,0.0035469825379550457
step_680,0.0038863839581608772
step_681,0.004084787797182798
step_682,0.00382029521279037
step_683,0.0033432096242904663
step_684,0.0034910952672362328
step_685,0.003486601635813713
step_686,0.0033994473051279783
step_687,0.0035078811924904585
step_688,0.004140152595937252
step_689,0.003957686014473438
step_690,0.003941313363611698
step_691,0.004311980213969946
step_692,0.004164556972682476
step_693,0.0035618445836007595
step_694,0.003219158388674259
step_695,0.003225733293220401
step_696,0.003250099252909422
step_697,0.0032602697610855103
step_698,0.0035856361500918865
step_699,0.004055854864418507
step_700,0.004217224195599556
step_701,0.003466671332716942
step_702,0.0033017429523169994
step_703,0.003132264129817486
step_704,0.0029839766211807728
step_705,0.003100705798715353
step_706,0.003666412550956011
step_707,0.004782182164490223
step_708,0.004270151257514954
step_709,0.00395366083830595
step_710,0.004246621858328581
step_711,0.003745018970221281
step_712,0.0036373226903378963
step_713,0.0038004289381206036
step_714,0.003575946670025587
step_715,0.0035424567759037018
step_716,0.003326594363898039
step_717,0.003241251688450575
step_718,0.0029336276929825544
step_719,0.0029049827717244625
step_720,0.003041646210476756
step_721,0.0032133441418409348
step_722,0.0038920091465115547
step_723,0.0038407163228839636
step_724,0.004170303698629141
step_725,0.004721266217529774
step_726,0.003316206857562065
step_727,0.003350823651999235
step_728,0.0035313814878463745
step_729,0.0033536572009325027
step_730,0.003475361270830035
step_731,0.0038468241691589355
step_732,0.0035745955538004637
step_733,0.003237011842429638
step_734,0.0033875450026243925
step_735,0.0034865837078541517
step_736,0.003495739307254553
step_737,0.0033760503865778446
step_738,0.0031541800126433372
step_739,0.0030964785255491734
step_740,0.003039801958948374
step_741,0.0029768096283078194
step_742,0.0029427434783428907
step_743,0.0031168905552476645
step_744,0.0032259104773402214
step_745,0.0036227877717465162
step_746,0.0035280361771583557
step_747,0.0038619395345449448
step_748,0.0035943491384387016
step_749,0.0038433473091572523
step_750,0.0038519566878676414
step_751,0.003284695092588663
step_752,0.003216430079191923
step_753,0.0032598215620964766
step_754,0.0032696060370653868
step_755,0.003089316887781024
step_756,0.0027998376172035933
step_757,0.0027213264256715775
step_758,0.002882543718442321
step_759,0.0034583695232868195
step_760,0.003762864274904132
step_761,0.0035108509473502636
step_762,0.0032053696922957897
step_763,0.00369691988453269
step_764,0.003882691031321883
step_765,0.0035275123082101345
step_766,0.0036976372357457876
step_767,0.0034480306785553694
step_768,0.0032812217250466347
step_769,0.0030556502752006054
step_770,0.003199314698576927
step_771,0.0032293014228343964
step_772,0.003094431711360812
step_773,0.0030840239487588406
step_774,0.0031430586241185665
step_775,0.0031954541336745024
step_776,0.0028661293908953667
step_777,0.00281353946775198
step_778,0.003072572872042656
step_779,0.0038448728155344725
step_780,0.004080364480614662
step_781,0.0032969757448881865
step_782,0.0030104871839284897
step_783,0.0029855179600417614
step_784,0.002832445316016674
step_785,0.0026730578392744064
step_786,0.00262065208517015
step_787,0.0027045959141105413
step_788,0.0031128551345318556
step_789,0.0037461041938513517
step_790,0.004049818962812424
step_791,0.00400997418910265
step_792,0.0034364480525255203
step_793,0.0033933953382074833
step_794,0.003336565336212516
step_795,0.0031788877677172422
step_796,0.0034750408958643675
step_797,0.0030657737515866756
step_798,0.0029498920775949955
step_799,0.00277562509290874
step_800,0.002671328140422702
step_801,0.002745950361713767
step_802,0.0030228307005017996
step_803,0.003585777711123228
step_804,0.004046272486448288
step_805,0.0033958731219172478
step_806,0.002881946973502636
step_807,0.0028563595842570066
step_808,0.002702128840610385
step_809,0.002654499374330044
step_810,0.002815980464220047
step_811,0.0029695332050323486
step_812,0.0031552144791930914
step_813,0.002950171008706093
step_814,0.0029865214601159096
step_815,0.0033991856034845114
step_816,0.003774047829210758
step_817,0.003053275402635336
step_818,0.0027724136598408222
step_819,0.002862675115466118
step_820,0.002917003585025668
step_821,0.0030820034444332123
step_822,0.002980501390993595
step_823,0.0028025552164763212
step_824,0.0026102829724550247
step_825,0.0025402833707630634
step_826,0.0024571020621806383
step_827,0.00255365832708776
step_828,0.0029921233654022217
step_829,0.003298517782241106
step_830,0.0037380827125161886
step_831,0.003528144210577011
step_832,0.00336083653382957
step_833,0.002897121012210846
step_834,0.00267695146612823
step_835,0.0027404888533055782
step_836,0.002750433050096035
step_837,0.002912442898377776
step_838,0.0031235942151397467
step_839,0.0030970852822065353
step_840,0.0030121770687401295
step_841,0.0029414347372949123
step_842,0.0029906935524195433
step_843,0.002941696671769023
step_844,0.0029315806459635496
step_845,0.002848878502845764
step_846,0.0030050650238990784
step_847,0.002853214740753174
step_848,0.002680037170648575
step_849,0.0026491661556065083
step_850,0.0027834298089146614
step_851,0.0027443147264420986
step_852,0.0027878431137651205
step_853,0.002931842114776373
step_854,0.0028076530434191227
step_855,0.0029003280214965343
step_856,0.0031991840805858374
step_857,0.0033121032174676657
step_858,0.0033728096168488264
step_859,0.0028254035860300064
step_860,0.0024676374159753323
step_861,0.002468178980052471
step_862,0.0024761969689279795
step_863,0.002391200279816985
step_864,0.0024204307701438665
step_865,0.0025840059388428926
step_866,0.0028029452078044415
step_867,0.003218573983758688
step_868,0.0031036492437124252
step_869,0.0032420705538243055
step_870,0.0032719839364290237
step_871,0.0027346243150532246
step_872,0.0025756298564374447
step_873,0.0026303655467927456
step_874,0.0029257971327751875
step_875,0.0030021481215953827
step_876,0.00287610269151628
step_877,0.0027782642282545567
step_878,0.0030122115276753902
step_879,0.002906651236116886
step_880,0.002734449692070484
step_881,0.002625146647915244
step_882,0.0027033803053200245
step_883,0.002567559015005827
step_884,0.002472774125635624
step_885,0.002410976681858301
step_886,0.0023380261845886707
step_887,0.0024111049715429544
step_888,0.0026349276304244995
step_889,0.0028180163353681564
step_890,0.002843804657459259
step_891,0.0029945927672088146
step_892,0.0033734641037881374
step_893,0.0027875378727912903
step_894,0.0026552462950348854
step_895,0.0029480631928890944
step_896,0.0029402412474155426
step_897,0.003087742021307349
step_898,0.0028769476339221
step_899,0.002713522408157587
step_900,0.002560646738857031
step_901,0.0024872622452676296
step_902,0.002385019091889262
step_903,0.002307511167600751
step_904,0.0024334383197128773
step_905,0.0027262428775429726
step_906,0.003014272078871727
step_907,0.0027287218254059553
step_908,0.0028572555165737867
step_909,0.002552106510847807
step_910,0.0023663199972361326
step_911,0.002315371995791793
step_912,0.0022633704356849194
step_913,0.0025500482879579067
step_914,0.0033407367300242186
step_915,0.003966022282838821
step_916,0.002850438468158245
step_917,0.00283823162317276
step_918,0.0026133849751204252
step_919,0.0024152309633791447
step_920,0.0024508736096322536
step_921,0.0024522123858332634
step_922,0.002515187254175544
step_923,0.0025002777110785246
step_924,0.0025022299960255623
step_925,0.002598860766738653
step_926,0.003326165024191141
step_927,0.0030683502554893494
step_928,0.0026885205879807472
step_929,0.00255865347571671
step_930,0.0023564111907035112
step_931,0.00231229979544878
step_932,0.0022831899113953114
step_933,0.0023433458991348743
step_934,0.0024969037622213364
step_935,0.0026295105926692486
step_936,0.0029537174850702286
step_937,0.0026701870374381542
step_938,0.0024793953634798527
step_939,0.0024362513795495033
step_940,0.0026797279715538025
step_941,0.00306283263489604
step_942,0.003123067319393158
step_943,0.0026401400100439787
step_944,0.0024459492415189743
step_945,0.0022597701754420996
step_946,0.002131786197423935
step_947,0.0023133077193051577
step_948,0.0029487544670701027
step_949,0.002952627371996641
step_950,0.0028144605457782745
step_951,0.002468882594257593
step_952,0.0024756351485848427
step_953,0.0022570574656128883
step_954,0.002378468168899417
step_955,0.002463247161358595
step_956,0.002840474946424365
step_957,0.0025594315957278013
step_958,0.0023701118770986795
step_959,0.00233955355361104
step_960,0.00230051064863801
step_961,0.0023432790767401457
step_962,0.0023389458656311035
step_963,0.0024241418577730656
step_964,0.0026364221703261137
step_965,0.0026912777684628963
step_966,0.0026109865866601467
step_967,0.002677016658708453
step_968,0.002943712752312422
step_969,0.0024894820526242256
step_970,0.0025740431156009436
step_971,0.003055229317396879
step_972,0.0025415243580937386
step_973,0.0023759049363434315
step_974,0.00243292935192585
step_975,0.002270192140713334
step_976,0.0022064922377467155
step_977,0.0020926534198224545
step_978,0.0020415429025888443
step_979,0.0020466677378863096
step_980,0.0021292315796017647
step_981,0.0022568467538803816
step_982,0.0023509026505053043
step_983,0.0025864054914563894
step_984,0.002914437558501959
step_985,0.0034365374594926834
step_986,0.0032848920673131943
step_987,0.0029633946251124144
step_988,0.002541909459978342
step_989,0.002392953261733055
step_990,0.0023672280367463827
step_991,0.0025043394416570663
step_992,0.0023945746943354607
step_993,0.0024416157975792885
step_994,0.002462195698171854
step_995,0.002135446760803461
step_996,0.0020941272377967834
step_997,0.0022648870944976807
step_998,0.002505089156329632
step_999,0.002339577302336693
step_1000,0.002176233334466815
step_1001,0.002263810485601425
step_1002,0.0027824006974697113
step_1003,0.003183812601491809
step_1004,0.00242021051235497
step_1005,0.002254704013466835
step_1006,0.0023849906865507364
step_1007,0.0022852958645671606
step_1008,0.0023322179913520813
step_1009,0.0023056156933307648
step_1010,0.0024496233090758324
step_1011,0.0024321707896888256
step_1012,0.0022643099073320627
step_1013,0.002227615565061569
step_1014,0.0023923784028738737
step_1015,0.0022618486545979977
step_1016,0.002184902084991336
step_1017,0.002334446646273136
step_1018,0.0022861738689243793
step_1019,0.0022401479072868824
step_1020,0.0021705771796405315
step_1021,0.0022228872403502464
step_1022,0.00245704036206007
step_1023,0.0025648041628301144
step_1024,0.0024925321340560913
step_1025,0.0022608430590480566
step_1026,0.0022684710565954447
step_1027,0.0023264912888407707
step_1028,0.0027258775662630796
step_1029,0.0027939826250076294
step_1030,0.0029741041362285614
step_1031,0.0023824037052690983
step_1032,0.0022238176316022873
step_1033,0.0022491696290671825
step_1034,0.0023491824977099895
step_1035,0.002185190562158823
step_1036,0.00206205528229475
step_1037,0.002005510963499546
step_1038,0.002131452551111579
step_1039,0.0023637996055185795
step_1040,0.0024586317595094442
step_1041,0.0025050025433301926
step_1042,0.002323209773749113
step_1043,0.0020152204670011997
step_1044,0.0020726677030324936
step_1045,0.0020607621408998966
step_1046,0.0023693914990872145
step_1047,0.002894800156354904
step_1048,0.0029365569353103638
step_1049,0.002343403175473213
step_1050,0.002325131557881832
